Order,Symbol,dynamicColors_GRS3_prot,mergedColors_prot,mergedColors_rm,Consensus_GRS3
5896,ZNF879,turquoise,turquoise,lightcyan1,grey
5897,ZNF354C,turquoise,turquoise,lightcyan1,turquoise
5898,ADAMTS2,darkorange2,darkorange2,darkred,skyblue
5899,RUFY1,red,red,grey,midnightblue
5900,PRDX2P3,pink,pink,tan,grey
5901,HNRNPH1,grey60,grey60,mediumpurple3,darkorange
5902,CANX,saddlebrown,navajowhite2,lightcyan1,darkorange
5903,HMGB3P22,grey,grey,lightgreen,grey
5904,MAML1,red,red,brown,brown
5905,MGAT4B,tan,tan,coral2,red
5906,SQSTM1,blue,blue,coral2,salmon
5907,C5orf45,blue,blue,blue,blue
5908,TBC1D9B,brown,brown,coral2,green
5909,RNF130,red,red,brown,brown
5910,RPS15AP18,grey,grey,grey,grey
5911,MIR340,grey,grey,grey,pink
5912,RASGEF1C,brown,brown,black,green
5913,MAPK9,orangered4,orangered4,skyblue,sienna3
5914,GFPT2,red,red,grey,brown
5915,CNOT6,grey60,grey60,darkturquoise,magenta
5916,FLT4,salmon,honeydew1,floralwhite,red
5917,MGAT1,honeydew1,honeydew1,coral2,red
5918,HEIH,tan,tan,coral2,red
5919,LINC00847,darkturquoise,darkturquoise,darkmagenta,red
5920,ZFP62,grey60,grey60,lightgreen,cyan
5921,BTNL9,grey,grey,grey,grey
5922,TRIM7,tan,tan,blue,red
5923,TRIM41,blue,blue,blue,blue
5924,RACK1,midnightblue,darkturquoise,blue,red
5925,TRIM52,yellowgreen,grey60,darkred,skyblue
5926,TRIM52-AS1,blue,blue,antiquewhite4,blue
5927,RNU6-705P,grey,grey,grey,grey
5928,DUSP22,brown,brown,brown,green
5929,EXOC2,grey60,grey60,grey,grey
5930,HUS1B,grey,grey,midnightblue,grey
5931,FOXQ1,turquoise,turquoise,floralwhite,grey
5932,FOXF2,skyblue,skyblue,darkgrey,grey60
5933,FOXC1,lightyellow,lightyellow,midnightblue,grey60
5934,GMDS,green,green,brown,brown
5935,GMDS-AS1,maroon,maroon,grey,grey
5936,HMGN2P28,yellow,plum2,thistle1,turquoise
5937,LINC01600,brown,brown,black,green
5938,MYLK4,green,green,grey,purple
5939,WRNIP1,brown,brown,coral2,salmon
5940,SERPINB1,turquoise,turquoise,grey,turquoise
5941,SERPINB9P1,grey,grey,grey,grey
5942,SERPINB9,grey,grey,lightcyan1,grey
5943,SERPINB6,yellow,plum2,greenyellow,turquoise
5944,LINC01011,red,red,coral2,brown
5945,NQO2,grey,grey,blue,grey
5946,HTATSF1P2,brown,brown,blue,grey
5947,RIPK1,yellow,plum2,sienna3,turquoise
5948,BPHL,turquoise,turquoise,thistle1,turquoise
5949,TUBB2A,floralwhite,floralwhite,darkslateblue,red
5950,TUBB2BP1,grey,grey,grey,grey
5951,TUBB2B,turquoise,turquoise,orangered4,pink
5952,PSMG4,red,red,brown,brown
5953,SLC22A23,green,green,brown,brown
5954,PXDC1,grey,grey,grey,grey
5955,FAM50B,salmon,honeydew1,skyblue3,red
5956,GLRX3P2,grey,grey,grey,turquoise
5957,PRPF4B,darkgreen,darkgreen,lightcyan,darkgreen
5958,ECI2,turquoise,turquoise,thistle1,turquoise
5959,RNA5SP202,sienna3,sienna3,orangered4,mediumpurple3
5960,CDYL,tan,tan,coral2,red
5961,RPP40,lightcyan1,lightcyan1,grey60,pink
5962,PPP1R3G,blue,blue,brown4,grey
5963,LYRM4,blue,blue,blue,blue
5964,MIR3691,grey,grey,grey,grey
5965,FARS2,brown,brown,blue,green
5966,NRN1,turquoise,turquoise,thistle1,blue
5967,F13A1,lightyellow,lightyellow,midnightblue,grey60
5968,LY86-AS1,turquoise,turquoise,thistle1,turquoise
5969,LY86,pink,pink,tan,midnightblue
5970,RREB1,pink,pink,tan,midnightblue
5971,SSR1,darkorange,darkorange,saddlebrown,violet
5972,RIOK1,turquoise,turquoise,thistle1,turquoise
5973,DSP,lightyellow,lightyellow,midnightblue,grey60
5974,SNRNP48,yellowgreen,grey60,paleturquoise,skyblue
5975,BMP6,lightyellow,lightyellow,midnightblue,grey60
5976,TXNDC5,grey,grey,grey,grey
5977,BLOC1S5,turquoise,turquoise,thistle1,pink
5978,EEF1E1,magenta,darkred,grey60,pink
5979,SLC35B3,turquoise,turquoise,thistle1,turquoise
5980,HULC,black,black,lightgreen,cyan
5981,GCNT2,lightcyan,darkgrey,floralwhite,magenta
5982,C6orf52,turquoise,turquoise,thistle1,pink
5983,PAK1IP1,skyblue3,skyblue3,lightpink4,plum2
5984,TMEM14C,darkred,darkred,grey60,pink
5985,TMEM14B,turquoise,turquoise,grey60,pink
5986,SYCP2L,yellow,plum2,thistle1,turquoise
5987,ELOVL2,lightsteelblue1,lightsteelblue1,ivory,paleturquoise
5988,ELOVL2-AS1,grey,grey,lightcyan1,grey
5989,SMIM13,saddlebrown,navajowhite2,lightcyan1,pink
5990,NEDD9,lavenderblush3,lavenderblush3,skyblue2,grey
5991,TMEM170B,darkgrey,darkgrey,darkturquoise,magenta
5992,ADTRP,darkmagenta,darkmagenta,plum1,floralwhite
5993,HIVEP1,plum1,darkslateblue,bisque4,purple
5994,EDN1,yellow,plum2,greenyellow,turquoise
5995,RPL15P3,sienna3,sienna3,lightpink4,blue
5996,PHACTR1,paleturquoise,cyan,brown,lightyellow
5997,RNU1-11P,mediumpurple3,mediumpurple3,lightsteelblue1,turquoise
5998,TBC1D7,darkturquoise,darkturquoise,brown4,grey
5999,GFOD1,red,red,brown,lightcyan1
6000,GFOD1-AS1,brown,brown,blue,green
6001,SIRT5,grey,grey,grey,grey
6002,NOL7,black,black,lightgreen,cyan
6003,RANBP9,darkmagenta,darkmagenta,darkgreen,grey
6004,MCUR1,lightcyan,darkgrey,lightcyan1,grey
6005,RNF182,lightsteelblue1,lightsteelblue1,ivory,paleturquoise
6006,MRPL35P1,lightcyan,darkgrey,grey,paleturquoise
6007,CD83,grey,grey,grey,grey
6008,JARID2,red,red,brown,brown
6009,RNU6-522P,floralwhite,floralwhite,lightcyan1,magenta
6010,DTNBP1,cyan,cyan,cyan,brown
6011,ARPC3P5,brown,brown,black,grey
6012,MYLIP,grey,grey,grey,grey
6013,MIR4639,grey,grey,lightcyan1,grey
6014,GMPR,yellow,plum2,brown,grey
6015,ATXN1,thistle1,thistle1,darkseagreen4,lightcyan1
6016,RBM24,lightcyan,darkgrey,darkslateblue,magenta
6017,CAP2,blue,blue,blue,blue
6018,FAM8A1,darkgrey,darkgrey,lightcyan1,magenta
6019,NUP153,paleturquoise,cyan,grey,lightyellow
6020,KIF13A,darkgreen,darkgreen,grey,cyan
6021,NHLRC1,blue,blue,blue,green
6022,TPMT,yellow,plum2,lightcyan1,turquoise
6023,KDM1B,orange,orange,darkgreen,darkolivegreen
6024,DEK,black,black,lightgreen,cyan
6025,RNF144B,yellow,plum2,lightcyan1,magenta
6026,ID4,lightsteelblue1,lightsteelblue1,ivory,paleturquoise
6027,MBOAT1,grey,grey,grey,grey
6028,E2F3,plum1,darkslateblue,lightcyan1,violet
6029,RN7SL128P,mediumpurple3,mediumpurple3,lightsteelblue1,lightsteelblue1
6030,E2F3-IT1,grey,grey,grey,lightyellow
6031,CDKAL1,darkgreen,darkgreen,greenyellow,turquoise
6032,SOX4,grey,grey,grey,grey
6033,CASC15,lightgreen,lightgreen,thistle1,turquoise
6034,NBAT1,grey,grey,coral2,grey
6035,SPTLC1P2,grey,grey,grey,grey
6036,NRSN1,brown,brown,coral2,green
6037,DCDC2,turquoise,turquoise,midnightblue,turquoise
6038,MRS2,turquoise,turquoise,thistle1,turquoise
6039,GPLD1,blue,blue,brown4,blue
6040,ALDH5A1,darkolivegreen,darkolivegreen,steelblue,grey
6041,KIAA0319,purple,purple,black,purple
6042,TDP2,grey60,grey60,lavenderblush3,darkorange
6043,ACOT13,lightpink4,lightpink4,salmon4,grey
6044,C6orf62,magenta,darkred,thistle1,pink
6045,GMNN,saddlebrown,navajowhite2,lightcyan1,darkorange
6046,FAM65B,grey,grey,grey,lightcyan1
6047,PPIAP29,turquoise,turquoise,thistle1,grey
6048,CMAHP,lightgreen,lightgreen,thistle1,turquoise
6049,LRRC16A,lightsteelblue1,lightsteelblue1,ivory,paleturquoise
6050,RNU6-987P,grey,grey,grey,grey
6051,SCGN,grey,grey,grey,grey
6052,TRIM38,pink,pink,tan,midnightblue
6053,HIST1H1A,turquoise,turquoise,thistle1,turquoise
6054,HIST1H3A,darkred,darkred,grey60,pink
6055,HIST1H4A,darkred,darkred,grey60,pink
6056,HIST1H4B,lightcyan1,lightcyan1,darkmagenta,pink
6057,HIST1H3B,grey,grey,grey,grey
6058,HIST1H2AB,grey,grey,grey,grey
6059,HIST1H2BB,magenta,darkred,grey,grey
6060,HIST1H3C,grey,grey,grey,grey
6061,HIST1H1C,magenta,darkred,grey60,pink
6062,HFE,turquoise,turquoise,grey,grey
6063,HIST1H4C,skyblue3,skyblue3,salmon4,plum2
6064,HIST1H2BC,blue,blue,brown4,blue
6065,HIST1H2AC,midnightblue,darkturquoise,darkmagenta,salmon
6066,HIST1H1E,magenta,darkred,thistle1,blue
6067,HIST1H2BD,grey,grey,grey,red
6068,HIST1H2BE,blue,blue,blue,blue
6069,HIST1H4D,darkred,darkred,grey60,pink
6070,HIST1H1PS1,turquoise,turquoise,thistle1,turquoise
6071,HIST1H2BF,darkred,darkred,grey60,blue
6072,HIST1H4E,midnightblue,darkturquoise,brown4,blue
6073,HIST1H2BG,darkred,darkred,grey60,pink
6074,HIST1H2AE,midnightblue,darkturquoise,brown4,blue
6075,HIST1H3E,grey,grey,grey,grey
6076,HIST1H1D,darkred,darkred,thistle1,grey
6077,HIST1H4F,darkred,darkred,grey60,pink
6078,HIST1H3F,grey,grey,grey,grey
6079,HIST1H2BI,blue,blue,blue,blue
6080,HIST1H4H,midnightblue,darkturquoise,brown4,blue
6081,BTN3A2,grey,grey,grey,grey
6082,BTN2A2,grey,grey,grey,skyblue
6083,BTN3A1,grey,grey,grey,grey
6084,BTN2A3P,violet,darkorange2,darkred,skyblue
6085,BTN3A3,grey,grey,grey,grey
6086,BTN2A1,brown,brown,darkred,salmon
6087,HCG11,turquoise,turquoise,lightcyan1,turquoise
6088,HMGN4,magenta,darkred,grey60,pink
6089,ABT1,midnightblue,darkturquoise,brown4,blue
6090,ZNF322,navajowhite2,navajowhite2,lavenderblush3,pink
6091,GUSBP2,grey,grey,grey,grey
6092,LINC00240,yellow,plum2,thistle1,turquoise
6093,HIST1H2BJ,darkturquoise,darkturquoise,brown4,grey
6094,HIST1H2AG,greenyellow,greenyellow,coral2,brown
6095,HIST1H4I,midnightblue,darkturquoise,brown4,pink
6096,HIST1H2BK,blue,blue,brown4,blue
6097,HIST1H2AH,turquoise,turquoise,thistle1,pink
6098,PRSS16,brown,brown,coral2,green
6099,ZNF204P,darkgreen,darkgreen,lightcyan,darkgreen
6100,ZNF391,grey,grey,darkseagreen4,lightyellow
6101,MCFD2P1,yellow,plum2,lightcyan1,turquoise
6102,ZNF184,grey,grey,grey,darkgreen
6103,LINC01012,grey,grey,grey,grey
6104,HIST1H2BL,blue,blue,grey60,blue
6105,HIST1H2AI,grey,grey,grey,grey
6106,HIST1H3H,grey,grey,grey,grey
6107,HIST1H2BM,blue,blue,brown4,blue
6108,HIST1H4J,sienna3,sienna3,salmon4,brown4
6109,HIST1H4K,darkred,darkred,grey,pink
6110,HIST1H2BN,blue,blue,brown4,blue
6111,HIST1H2AK,blue,blue,grey,grey
6112,HIST1H1B,paleturquoise,cyan,grey,brown
6113,HIST1H2BO,turquoise,turquoise,grey,turquoise
6114,ZNF165,yellow,plum2,greenyellow,turquoise
6115,ZSCAN12P1,red,red,black,brown
6116,ZNF602P,darkolivegreen,darkolivegreen,violet,grey
6117,ZSCAN16-AS1,lightcyan1,lightcyan1,grey60,pink
6118,ZSCAN16,pink,pink,grey,grey
6119,ZKSCAN8,darkorange,darkorange,darkgreen,lightyellow
6120,ZNF192P1,grey,grey,grey,grey
6121,ZNF603P,grey,grey,grey,grey
6122,ZSCAN9,blue,blue,blue,grey
6123,ZKSCAN4,black,black,grey,grey
6124,NKAPL,yellowgreen,grey60,grey,skyblue
6125,ZSCAN26,grey,grey,grey,grey
6126,PGBD1,yellow,plum2,grey,cyan
6127,ZSCAN31,violet,darkorange2,darkred,skyblue
6128,ZKSCAN3,blue,blue,black,grey
6129,ZSCAN12,yellow,plum2,grey,turquoise
6130,ZSCAN23,grey,grey,grey,grey
6131,ZBED9,darkseagreen4,darkseagreen4,lavenderblush3,darkorange
6132,TRIM27,grey,grey,darkred,salmon
6133,RN7SL471P,lightpink4,lightpink4,orangered4,pink
6134,ZNF311,grey,grey,grey,grey
6135,GABBR1,purple,purple,black,green
6136,SUMO2P1,grey,grey,lightsteelblue1,grey
6137,MOG,darkolivegreen,darkolivegreen,steelblue,skyblue3
6138,HLA-F,pink,pink,thistle1,grey
6139,HLA-F-AS1,violet,darkorange2,darkred,skyblue
6140,MICE,violet,darkorange2,darkred,grey
6141,HCG4,grey,grey,grey,grey
6142,MICF,brown,brown,brown,green
6143,HCP5B,grey,grey,grey,grey
6144,HCG4P7,blue,blue,blue,blue
6145,HLA-H,grey,grey,grey,grey
6146,MCCD1P1,brown,brown,black,green
6147,HCG4B,blue,blue,blue,green
6148,HLA-K,royalblue,royalblue,blue,salmon
6149,HLA-A,pink,pink,tan,pink
6150,MICD,grey,grey,grey,grey
6151,MCCD1P2,brown,brown,brown,brown
6152,ZNRD1ASP,grey,grey,darkred,brown
6153,HCG4P3,red,red,brown,brown
6154,ZNRD1,darkred,darkred,grey,pink
6155,PPP1R11,blue,blue,blue,blue
6156,TRIM26,brown,brown,darkred,brown
6157,PAIP1P1,grey60,grey60,darkgreen,darkgreen
6158,HCG17,grey,grey,grey,lightyellow
6159,HLA-L,grey,grey,grey,grey
6160,HCG18,cyan,cyan,cyan,lightyellow
6161,TRIM39,grey,grey,grey,grey
6162,RPP21,salmon,honeydew1,blue,red
6163,RANP1,grey,grey,grey,grey
6164,HLA-E,pink,pink,thistle1,midnightblue
6165,GNL1,blue,blue,blue,blue
6166,PRR3,brown,brown,coral2,brown
6167,ABCF1,brown,brown,black,green
6168,PPP1R10,cyan,cyan,cyan,brown
6169,MRPS18B,midnightblue,darkturquoise,brown4,pink
6170,ATAT1,green,green,brown,purple
6171,PTMAP1,grey,grey,grey,grey
6172,C6orf136,purple,purple,black,green
6173,DHX16,brown,brown,blue,green
6174,PPP1R18,white,white,darkorange,brown
6175,NRM,brown,brown,brown,green
6176,MDC1,cyan,cyan,brown,brown
6177,TUBB,blue,blue,black,green
6178,FLOT1,blue,blue,blue,green
6179,IER3,pink,pink,grey,grey
6180,HCG20,brown,brown,blue,red
6181,DDR1,blue,blue,blue,blue
6182,GTF2H4,magenta,darkred,grey,pink
6183,VARS2,brown,brown,coral2,green
6184,CCHCR1,brown,brown,coral2,green
6185,TCF19,turquoise,turquoise,thistle1,turquoise
6186,HCG27,grey,grey,grey,grey
6187,HLA-C,grey,grey,midnightblue,grey
6188,RPL3P2,grey,grey,grey,grey
6189,HLA-B,pink,pink,thistle1,grey
6190,DHFRP2,paleturquoise,cyan,brown,brown
6191,MICA,pink,pink,grey,midnightblue
6192,HCP5,pink,pink,grey,grey
6193,MICB,grey,grey,grey,grey
6194,DDX39B,bisque4,bisque4,brown,brown
6195,SNORD117,grey,grey,grey,grey
6196,ATP6V1G2,blue,blue,blue,blue
6197,NFKBIL1,ivory,ivory,skyblue3,red
6198,LST1,pink,pink,tan,midnightblue
6199,AIF1,pink,pink,tan,midnightblue
6200,PRRC2A,green,green,brown,brown
6201,SNORA38,sienna3,sienna3,orangered4,grey
6202,MIR6832,greenyellow,greenyellow,grey,brown
6203,BAG6,purple,purple,black,green
6204,APOM,blue,blue,brown4,blue
6205,C6orf47,darkturquoise,darkturquoise,brown4,blue
6206,GPANK1,blue,blue,blue,blue
6207,CSNK2B,grey,grey,lightpink4,plum2
6208,LY6G5B,blue,blue,grey,grey
6209,LY6G5C,brown,brown,brown,brown
6210,ABHD16A,blue,blue,brown4,blue
6211,DDAH2,magenta,darkred,orangered4,plum2
6212,CLIC1,white,white,darkorange,orange
6213,MSH5,blue,blue,black,grey
6214,SAPCD1-AS1,grey,grey,grey,purple
6215,VWA7,brown,brown,coral2,green
6216,VARS,green,green,black,green
6217,LSM2,midnightblue,darkturquoise,brown4,blue
6218,HSPA1L,violet,darkorange2,paleturquoise,skyblue
6219,HSPA1A,violet,darkorange2,darkred,skyblue
6220,HSPA1B,violet,darkorange2,darkred,skyblue
6221,C6orf48,darkred,darkred,grey60,pink
6222,NEU1,royalblue,royalblue,blue,blue
6223,EHMT2,tan,tan,coral2,green
6224,C2,brown,brown,coral2,brown
6225,ZBTB12,brown,brown,coral2,green
6226,NELFE,blue,blue,blue,blue
6227,SKIV2L,purple,purple,black,green
6228,DXO,brown,brown,coral2,green
6229,STK19,salmon,honeydew1,coral2,red
6230,C4A,grey,grey,grey,brown
6231,C4B,grey,grey,grey,grey
6232,TNXB,red,red,brown,brown
6233,ATF6B,purple,purple,black,green
6234,FKBPL,midnightblue,darkturquoise,brown4,blue
6235,PRRT1,green,green,brown,brown
6236,PPT2,brown,brown,coral2,green
6237,EGFL8,lightcyan1,lightcyan1,darkmagenta,darkorange
6238,AGPAT1,purple,purple,black,green
6239,RNF5,darkturquoise,darkturquoise,brown4,blue
6240,AGER,greenyellow,greenyellow,coral2,brown
6241,PBX2,brown,brown,coral2,brown
6242,GPSM3,pink,pink,tan,midnightblue
6243,NOTCH4,brown,brown,blue,red
6244,HNRNPA1P2,grey,grey,grey,grey
6245,RNU6-603P,yellow,plum2,grey,turquoise
6246,HCG23,grey,grey,grey,grey
6247,HLA-DRA,pink,pink,tan,midnightblue
6248,HLA-DRB5,pink,pink,tan,blue
6249,HLA-DRB1,pink,pink,tan,midnightblue
6250,HLA-DQB1,grey,grey,grey,grey
6251,TAP2,turquoise,turquoise,grey,grey
6252,PSMB8,pink,pink,thistle1,pink
6253,PSMB8-AS1,pink,pink,tan,grey
6254,PSMB9,blue,blue,grey,green
6255,TAP1,grey,grey,grey,grey
6256,HLA-Z,grey,grey,blue,grey
6257,HLA-DMB,pink,pink,tan,midnightblue
6258,HLA-DMA,pink,pink,tan,midnightblue
6259,BRD2,brown,brown,coral2,green
6260,HLA-DOA,pink,pink,tan,midnightblue
6261,HLA-DPA1,pink,pink,tan,midnightblue
6262,HLA-DPB1,pink,pink,tan,midnightblue
6263,HLA-DPB2,grey,grey,grey,grey
6264,HCG24,grey,grey,grey,grey
6265,COL11A2,tan,tan,coral2,red
6266,RXRB,brown,brown,blue,green
6267,SLC39A7,lightpink4,lightpink4,salmon4,blue
6268,HSD17B8,turquoise,turquoise,thistle1,turquoise
6269,RING1,blue,blue,brown4,blue
6270,HCG25,blue,blue,blue,blue
6271,VPS52,purple,purple,black,purple
6272,RPS18,lightcyan1,lightcyan1,grey60,pink
6273,B3GALT4,blue,blue,brown4,blue
6274,WDR46,salmon,honeydew1,salmon4,red
6275,PFDN6,lightpink4,lightpink4,salmon4,red
6276,RGL2,royalblue,royalblue,coral2,salmon
6277,TAPBP,purple,purple,black,green
6278,ZBTB22,blue,blue,blue,blue
6279,DAXX,brown,brown,coral2,green
6280,PHF1,royalblue,royalblue,coral2,red
6281,CUTA,darkturquoise,darkturquoise,brown4,blue
6282,SYNGAP1,green,green,brown,brown
6283,GGNBP1,tan,tan,blue,blue
6284,BAK1,blue,blue,blue,blue
6285,ITPR3,red,red,brown,grey60
6286,UQCC2,blue,blue,blue,blue
6287,IP6K3,green,green,grey,grey
6288,LEMD2,blue,blue,blue,blue
6289,GRM4,green,green,brown,brown
6290,CYCSP55,turquoise,turquoise,thistle1,pink
6291,HMGA1,brown,brown,blue,red
6292,C6orf1,blue,blue,blue,blue
6293,RPL35P2,mediumpurple3,mediumpurple3,lightsteelblue1,lightsteelblue1
6294,NUDT3,plum1,darkslateblue,grey,purple
6295,RPS10,lightpink4,lightpink4,grey60,pink
6296,PACSIN1,green,green,brown,green
6297,SPDEF,blue,blue,brown4,blue
6298,C6orf106,blue,blue,coral2,red
6299,RN7SL200P,grey,grey,grey,grey
6300,SNRPC,midnightblue,darkturquoise,brown4,blue
6301,UHRF1BP1,plum1,darkslateblue,bisque4,lightyellow
6302,TAF11,turquoise,turquoise,thistle1,turquoise
6303,ANKS1A,red,red,brown,brown
6304,HSPE1P11,grey,grey,brown,brown
6305,SCUBE3,lightyellow,lightyellow,midnightblue,grey60
6306,ZNF76,maroon,maroon,black,green
6307,DEF6,pink,pink,tan,midnightblue
6308,PPARD,brown,brown,brown,brown
6309,FANCE,blue,blue,blue,blue
6310,RPL10A,midnightblue,darkturquoise,brown4,blue
6311,MIR7111,grey,grey,grey,grey
6312,TEAD3,grey,grey,grey,grey
6313,FKBP5,lavenderblush3,lavenderblush3,skyblue2,orange
6314,MIR5690,lavenderblush3,lavenderblush3,skyblue2,orange
6315,ARMC12,brown,brown,coral2,brown
6316,LHFPL5,brown,brown,brown,green
6317,SRPK1,orange,orange,darkgreen,darkgreen
6318,SLC26A8,grey,grey,grey,purple
6319,DPRXP2,grey,grey,grey,grey
6320,MAPK14,grey,grey,darkturquoise,darkorange
6321,MAPK13,green,green,brown,brown
6322,BRPF3,green,green,brown,brown
6323,ETV7,grey,grey,grey,grey
6324,KCTD20,turquoise,turquoise,thistle1,turquoise
6325,STK38,grey60,grey60,paleturquoise,darkgreen
6326,SRSF3,turquoise,turquoise,lightcyan1,turquoise
6327,CDKN1A,white,white,darkorange,orange
6328,CPNE5,green,green,brown,brown
6329,PPIL1,grey,grey,coral2,grey
6330,C6orf89,blue,blue,black,blue
6331,PI16,grey,grey,grey,grey
6332,MTCH1,royalblue,royalblue,coral2,salmon
6333,FGD2,pink,pink,tan,midnightblue
6334,COX6A1P2,blue,blue,blue,blue
6335,PIM1,white,white,darkorange,brown
6336,TMEM217,grey,grey,grey,brown
6337,TBC1D22B,purple,purple,black,green
6338,RNF8,yellowgreen,grey60,darkmagenta,grey
6339,CMTR1,darkturquoise,darkturquoise,antiquewhite4,blue
6340,CCDC167,royalblue,royalblue,blue,salmon
6341,MDGA1,brown,brown,coral2,green
6342,ZFAND3,green,green,brown,brown
6343,RNU1-87P,grey,grey,grey,grey
6344,BTBD9,brown,brown,brown,purple
6345,GLO1,magenta,darkred,grey60,pink
6346,GLP1R,paleturquoise,cyan,black,purple
6347,SAYSD1,lightcyan,darkgrey,lightcyan1,grey
6348,KIF6,grey,grey,grey,grey
6349,RNU1-54P,steelblue,steelblue,grey,cyan
6350,DAAM2,steelblue,steelblue,violet,yellowgreen
6351,MOCS1,salmon4,brown,blue,green
6352,LINC00951,violet,darkorange2,darkred,skyblue
6353,LRFN2,red,red,black,green
6354,UNC5CL,grey,grey,grey,grey
6355,OARD1,turquoise,turquoise,thistle1,turquoise
6356,NFYA,orange,orange,darkgreen,grey
6357,ADCY10P1,grey,grey,grey,grey
6358,TREML1,pink,pink,tan,midnightblue
6359,TREM2,pink,pink,tan,midnightblue
6360,FOXP4,green,green,brown,brown
6361,MDFI,lightyellow,lightyellow,black,green
6362,TFEB,brown,brown,honeydew1,ivory
6363,FRS3,blue,blue,blue,green
6364,PRICKLE4,violet,darkorange2,darkred,skyblue
6365,USP49,bisque4,bisque4,coral1,turquoise
6366,MED20,grey,grey,darkred,salmon
6367,BYSL,brown,brown,blue,salmon
6368,CCND3,brown,brown,coral2,green
6369,RNU6-761P,grey,grey,grey,grey
6370,TAF8,brown,brown,coral2,green
6371,GUCA1A,grey,grey,grey,grey
6372,GUCA1B,royalblue,royalblue,blue,red
6373,MRPS10,orangered4,orangered4,lightcyan1,sienna3
6374,TRERF1,cyan,cyan,cyan,brown
6375,UBR2,grey60,grey60,lightcyan,darkgreen
6376,RNU6-890P,grey60,grey60,darkturquoise,darkgreen
6377,PRPH2,grey,grey,grey,grey
6378,TBCC,blue,blue,brown4,blue
6379,GLTSCR1L,plum1,darkslateblue,brown,lightyellow
6380,RPL7L1,midnightblue,darkturquoise,brown4,pink
6381,C6orf226,blue,blue,blue,blue
6382,CNPY3,brown,brown,coral2,red
6383,RPL24P4,salmon,honeydew1,coral2,red
6384,GNMT,royalblue,royalblue,blue,salmon
6385,PEX6,brown,brown,coral2,green
6386,PPP2R5D,purple,purple,black,green
6387,MEA1,blue,blue,brown4,blue
6388,KLHDC3,blue,blue,brown4,blue
6389,RRP36,grey,grey,skyblue,blue
6390,CUL7,green,green,black,green
6391,KLC4,brown,brown,coral2,green
6392,MRPL2,darkturquoise,darkturquoise,brown4,blue
6393,PTK7,brown,brown,coral2,green
6394,SRF,purple,purple,black,green
6395,CUL9,red,red,brown,brown
6396,DNPH1,midnightblue,darkturquoise,brown4,blue
6397,TTBK1,greenyellow,greenyellow,brown,brown
6398,CRIP3,blue,blue,blue,blue
6399,ZNF318,cyan,cyan,cyan,lightyellow
6400,ABCC10,brown,brown,coral2,green
6401,MIR6780B,grey,grey,grey,grey
6402,DLK2,blue,blue,blue,green
6403,TJAP1,red,red,honeydew1,brown
6404,LRRC73,blue,blue,black,blue
6405,POLR1C,royalblue,royalblue,coral2,salmon
6406,YIPF3,blue,blue,blue,blue
6407,XPO5,cyan,cyan,black,purple
6408,POLH,pink,pink,floralwhite,grey
6409,GTPBP2,blue,blue,blue,blue
6410,MAD2L1BP,midnightblue,darkturquoise,brown4,blue
6411,RSPH9,grey,grey,darkgrey,blue
6412,MRPS18A,blue,blue,brown4,blue
6413,VEGFA,orange,orange,darkorange,orange
6414,C6orf223,grey,grey,grey,grey
6415,MRPL14,darkred,darkred,brown4,pink
6416,TMEM63B,purple,purple,black,green
6417,SLC29A1,blue,blue,black,blue
6418,HSP90AB1,violet,darkorange2,darkred,skyblue
