Order,Symbol,dynamicColors_GRS3_prot,mergedColors_prot,mergedColors_rm,Consensus_GRS3
9695,LINC00856,grey,grey,grey,brown
9696,ZMIZ1-AS1,green,green,brown,brown
9697,ZMIZ1,green,green,brown,brown
9698,PPIF,blue,blue,blue,blue
9699,ZCCHC24,steelblue,steelblue,violet,yellowgreen
9700,EIF5AL1,brown,brown,blue,red
9701,SFTPA2,tan,tan,blue,blue
9702,MBL3P,tan,tan,grey,grey
9703,NUTM2B-AS1,grey,grey,grey,grey
9704,MBL1P,grey,grey,blue,grey
9705,SFTPD,blue,blue,blue,blue
9706,SFTPD-AS1,grey,grey,grey,lightyellow
9707,TMEM254-AS1,turquoise,turquoise,thistle1,turquoise
9708,TMEM254,grey,grey,grey,grey
9709,PLAC9,skyblue,skyblue,darkslateblue,grey
9710,ANXA11,green,green,brown,brown
9711,EIF5AP4,turquoise,turquoise,grey,pink
9712,DYDC2,yellow,plum2,thistle1,turquoise
9713,FAM213A,turquoise,turquoise,grey60,pink
9714,TSPAN14,green,green,brown,brown
9715,NRG3,cyan,cyan,grey,lightyellow
9716,RNU6-441P,grey,grey,grey,grey
9717,GHITM,magenta,darkred,grey60,pink
9718,CDHR1,green,green,brown,brown
9719,RGR,grey,grey,grey,grey
9720,CCSER2,darkorange,darkorange,saddlebrown,violet
9721,TNPO1P1,grey,grey,grey,grey
9722,RPS3AP5,yellow,plum2,lightcyan1,magenta
9723,GRID1,purple,purple,black,purple
9724,RN7SKP238,grey,grey,grey,grey
9725,MIR346,blue,blue,blue,salmon
9726,WAPL,thistle2,plum2,lightcyan1,magenta
9727,OPN4,brown,brown,black,purple
9728,LDB3,steelblue,steelblue,violet,yellowgreen
9729,BMPR1A,darkgrey,darkgrey,mediumpurple3,magenta
9730,RNU1-19P,grey,grey,grey,grey
9731,MMRN2,brown,brown,coral2,grey60
9732,SNCG,blue,blue,blue,blue
9733,ADIRF-AS1,brown,brown,coral1,red
9734,ADIRF,blue,blue,brown4,blue
9735,RNU6-529P,grey,grey,grey,grey
9736,GLUD1,turquoise,turquoise,thistle1,turquoise
9737,FAM35A,lightgreen,lightgreen,lightcyan1,turquoise
9738,NUTM2A-AS1,yellow,plum2,lightcyan1,turquoise
9739,LINC00863,grey,grey,black,blue
9740,NUTM2D,blue,blue,brown4,blue
9741,MINPP1,grey60,grey60,lightcyan1,darkorange
9742,PAPSS2,grey,grey,grey,grey
9743,ATAD1,turquoise,turquoise,thistle1,turquoise
9744,CFL1P1,red,red,brown,brown
9745,KLLN,brown,brown,coral2,green
9746,PTEN,darkgrey,darkgrey,mediumpurple3,magenta
9747,RNLS,grey,grey,grey,grey
9748,LIPJ,turquoise,turquoise,thistle1,turquoise
9749,STAMBPL1,darkmagenta,darkmagenta,greenyellow,grey
9750,ACTA2-AS1,green,green,darkgreen,brown
9751,ACTA2,lightyellow,lightyellow,midnightblue,grey60
9752,FAS,grey,grey,grey,grey
9753,CH25H,pink,pink,grey,midnightblue
9754,LIPA,darkolivegreen,darkolivegreen,steelblue,turquoise
9755,IFIT2,turquoise,turquoise,thistle1,pink
9756,IFIT3,turquoise,turquoise,thistle1,turquoise
9757,IFIT1,magenta,darkred,grey60,pink
9758,IFIT5,turquoise,turquoise,thistle1,turquoise
9759,PANK1,lightcyan,darkgrey,lightcyan1,magenta
9760,MIR107,grey,grey,thistle1,grey
9761,KIF20B,black,black,greenyellow,turquoise
9762,LINC00865,grey,grey,grey,grey
9763,LINC01374,turquoise,turquoise,thistle1,turquoise
9764,HTR7,darkmagenta,darkmagenta,plum1,green
9765,RPP30,turquoise,turquoise,thistle1,darkorange
9766,PCGF5,turquoise,turquoise,lightcyan1,turquoise
9767,HECTD2,darkgrey,darkgrey,lightcyan1,magenta
9768,PPP1R3C,lightsteelblue1,lightsteelblue1,ivory,paleturquoise
9769,TNKS2-AS1,turquoise,turquoise,thistle1,turquoise
9770,TNKS2,darkorange,darkorange,saddlebrown,violet
9771,SRP9P1,mediumpurple3,mediumpurple3,lightsteelblue1,lightsteelblue1
9772,FGFBP3,turquoise,turquoise,grey60,pink
9773,BTAF1,black,black,plum2,turquoise
9774,CPEB3,darkorange,darkorange,saddlebrown,violet
9775,MARCH5,turquoise,turquoise,lightcyan1,turquoise
9776,RNY3P12,grey,grey,grey,grey
9777,IDE,black,black,greenyellow,turquoise
9778,KIF11,turquoise,turquoise,thistle1,turquoise
9779,HHEX,pink,pink,tan,midnightblue
9780,EXOC6,yellow,plum2,lightcyan1,magenta
9781,CYP26C1,blue,blue,blue,blue
9782,CYP26A1,darkmagenta,darkmagenta,plum1,floralwhite
9783,MYOF,lightyellow,lightyellow,midnightblue,grey60
9784,FFAR4,floralwhite,floralwhite,darkgrey,steelblue
9785,RBP4,tan,tan,blue,red
9786,FRA10AC1,turquoise,turquoise,thistle1,turquoise
9787,LGI1,lightcyan,darkgrey,darkmagenta,grey
9788,SLC35G1,turquoise,turquoise,brown4,grey
9789,PIPSL,orange,orange,grey,grey
9790,PLCE1,lightyellow,lightyellow,midnightblue,grey60
9791,HDAC1P1,grey,grey,grey,brown
9792,NOC3L,turquoise,turquoise,thistle1,turquoise
9793,TBC1D12,turquoise,turquoise,thistle1,turquoise
9794,HELLS,orange,orange,lightcyan,darkolivegreen
9795,CYP2C8,grey,grey,grey,grey
9796,PDLIM1,lightyellow,lightyellow,midnightblue,grey60
9797,SORBS1,cyan,cyan,cyan,brown
9798,ALDH18A1,brown,brown,black,purple
9799,TCTN3,turquoise,turquoise,thistle1,turquoise
9800,ENTPD1,pink,pink,thistle1,midnightblue
9801,ENTPD1-AS1,yellow,plum2,thistle1,turquoise
9802,CC2D2B,lightgreen,lightgreen,thistle1,turquoise
9803,CCNJ,lightgreen,lightgreen,thistle1,turquoise
9804,MIR3157,turquoise,turquoise,thistle1,turquoise
9805,ZNF518A,black,black,greenyellow,turquoise
9806,NPM1P25,magenta,darkred,darkmagenta,pink
9807,BLNK,pink,pink,tan,midnightblue
9808,OPALIN,darkolivegreen,darkolivegreen,steelblue,skyblue3
9809,TLL2,darkred,darkred,thistle1,pink
9810,TM9SF3,turquoise,turquoise,lightcyan1,turquoise
9811,PIK3AP1,pink,pink,tan,midnightblue
9812,RPL13AP5,blue,blue,blue,green
9813,LCOR,brown4,brown4,darkturquoise,magenta
9814,SLIT1,green,green,brown,brown
9815,ARHGAP19-SLIT1,green,green,brown,brown
9816,ARHGAP19,turquoise,turquoise,lightcyan1,turquoise
9817,FRAT1,midnightblue,darkturquoise,brown4,blue
9818,FRAT2,royalblue,royalblue,tan,salmon
9819,RRP12,green,green,brown,brown
9820,PGAM1,grey,grey,grey,grey
9821,EXOSC1,midnightblue,darkturquoise,blue,blue
9822,ZDHHC16,blue,blue,blue,green
9823,MMS19,red,red,maroon,green
9824,UBTD1,blue,blue,blue,red
9825,ANKRD2,greenyellow,greenyellow,coral2,brown
9826,HOGA1,grey,grey,blue,red
9827,MORN4,brown,brown,blue,green
9828,PI4K2A,purple,purple,black,green
9829,AVPI1,blue,blue,blue,blue
9830,MARVELD1,brown,brown,coral2,red
9831,ZFYVE27,blue,blue,blue,blue
9832,SFRP5,green,green,black,grey
9833,GOLGA7B,brown,brown,coral2,salmon
9834,CRTAC1,blue,blue,blue,green
9835,R3HCC1L,grey60,grey60,lightcyan,darkgreen
9836,LOXL4,grey,grey,grey,grey
9837,PYROXD2,darkorange2,darkorange2,darkred,skyblue
9838,HPS1,brown,brown,coral2,green
9839,HPSE2,turquoise,turquoise,thistle1,turquoise
9840,ARL5AP2,lightcyan,darkgrey,lightcyan1,magenta
9841,CNNM1,paleturquoise,cyan,brown,lightyellow
9842,GOT1,darkturquoise,darkturquoise,brown4,blue
9843,SLC25A28,salmon4,brown,coral2,salmon
9844,ENTPD7,green,green,brown,purple
9845,EBAG9P1,black,black,lightgreen,cyan
9846,CUTC,turquoise,turquoise,thistle1,turquoise
9847,COX15,lightcyan,darkgrey,thistle1,grey
9848,DNMBP,grey,grey,darkgreen,brown
9849,ERLIN1,grey,grey,grey,brown
9850,CHUK,turquoise,turquoise,thistle1,turquoise
9851,CWF19L1,turquoise,turquoise,thistle1,turquoise
9852,SNORA12,sienna3,sienna3,orangered4,mediumpurple3
9853,BLOC1S2,magenta,darkred,grey60,pink
9854,PKD2L1,grey,grey,grey,grey
9855,SCD,darkolivegreen,darkolivegreen,steelblue,skyblue3
9856,OLMALINC,brown,brown,coral2,brown
9857,SEC31B,cyan,cyan,brown,brown
9858,NDUFB8,darkred,darkred,grey60,pink
9859,HIF1AN,brown,brown,brown,brown
9860,SLF2,palevioletred3,darkgreen,lightcyan,darkgreen
9861,MRPL43,blue,blue,blue,blue
9862,SEMA4G,purple,purple,coral2,green
9863,C10orf2,brown,brown,brown,brown
9864,LZTS2,tan,tan,blue,blue
9865,PDZD7,blue,blue,blue,blue
9866,SFXN3,blue,blue,black,green
9867,KAZALD1,blue,blue,blue,blue
9868,BTRC,purple,purple,black,purple
9869,DPCD,midnightblue,darkturquoise,brown4,pink
9870,POLL,blue,blue,blue,blue
9871,FBXW4,salmon4,brown,coral2,green
9872,NPM3,midnightblue,darkturquoise,brown4,pink
9873,MGEA5,yellow,plum2,plum2,turquoise
9874,KCNIP2-AS1,brown,brown,coral2,green
9875,KCNIP2,blue,blue,blue,green
9876,C10orf76,cyan,cyan,black,brown
9877,HPS6,blue,blue,blue,blue
9878,LDB1,blue,blue,black,green
9879,PPRC1,green,green,brown,brown
9880,NOLC1,grey,grey,grey,grey
9881,ELOVL3,blue,blue,blue,blue
9882,GBF1,paleturquoise,cyan,brown,lightyellow
9883,NFKB2,violet,darkorange2,darkorange,skyblue
9884,PSD,tan,tan,coral2,red
9885,FBXL15,ivory,ivory,blue,red
9886,CUEDC2,blue,blue,brown4,blue
9887,RPARP-AS1,blue,blue,blue,blue
9888,MFSD13A,blue,blue,black,green
9889,ACTR1A,blue,blue,brown4,blue
9890,SUFU,green,green,brown,brown
9891,RNU6-43P,grey,grey,grey,grey
9892,TRIM8,greenyellow,greenyellow,coral2,brown
9893,ARL3,midnightblue,darkturquoise,blue,blue
9894,SFXN2,purple,purple,black,purple
9895,WBP1L,brown,brown,black,purple
9896,RNU6-1231P,grey,grey,grey,grey
9897,CYP17A1-AS1,grey,grey,greenyellow,turquoise
9898,PTGES3P4,grey,grey,grey,grey
9899,BORCS7,turquoise,turquoise,thistle1,turquoise
9900,CNNM2,green,green,brown,brown
9901,NT5C2,grey60,grey60,darkturquoise,darkolivegreen
9902,INA,green,green,black,purple
9903,PCGF6,turquoise,turquoise,thistle1,turquoise
9904,RNU11-3P,grey,grey,grey,grey
9905,TAF5,grey60,grey60,mediumpurple3,darkgreen
9906,USMG5,darkred,darkred,grey60,pink
9907,PDCD11,red,red,brown,brown
9908,CALHM2,blue,blue,coral2,green
9909,CALHM1,blue,blue,blue,blue
9910,NEURL1,brown,brown,coral2,red
9911,SH3PXD2A,green,green,brown,brown
9912,OBFC1,blue,blue,grey,blue
9913,SLK,black,black,greenyellow,turquoise
9914,SFR1,turquoise,turquoise,thistle1,turquoise
9915,CFAP43,darkgreen,darkgreen,lightgreen,cyan
9916,GSTO1,magenta,darkred,grey60,pink
9917,MIR4482,greenyellow,greenyellow,coral2,brown
9918,GSTO2,green,green,black,purple
9919,ITPRIP,white,white,darkorange,orange
9920,CFAP58-AS1,magenta,darkred,grey,grey
9921,CFAP58,yellow,plum2,thistle1,turquoise
9922,SORCS3,green,green,black,purple
9923,YWHAZP5,mediumpurple3,mediumpurple3,lightsteelblue1,turquoise
9924,SORCS1,green,green,brown,brown
9925,LINC01435,grey,grey,darkturquoise,grey
9926,XPNPEP1,darkturquoise,darkturquoise,skyblue,sienna3
9927,ADD3-AS1,turquoise,turquoise,brown4,grey
9928,ADD3,lightsteelblue1,lightsteelblue1,ivory,paleturquoise
9929,MXI1,yellow,plum2,greenyellow,turquoise
9930,SMNDC1,orange,orange,darkgreen,darkolivegreen
9931,DUSP5,white,white,saddlebrown,grey
9932,SMC3,black,black,lightgreen,cyan
9933,RBM20,darkmagenta,darkmagenta,plum1,floralwhite
9934,PDCD4,skyblue3,skyblue3,lightcyan1,turquoise
9935,BBIP1,turquoise,turquoise,thistle1,turquoise
9936,SHOC2,darkorange,darkorange,saddlebrown,violet
9937,MIR548E,grey,grey,grey,grey
9938,ADRA2A,green,green,brown,purple
9939,GPAM,lightsteelblue1,lightsteelblue1,ivory,paleturquoise
9940,ACSL5,white,white,darkorange,orange
9941,ZDHHC6,grey60,grey60,grey,darkgreen
9942,VTI1A,cyan,cyan,cyan,lightyellow
9943,MIR4295,floralwhite,floralwhite,darkslateblue,grey
9944,TCF7L2,darkorange,darkorange,saddlebrown,lightyellow
9945,HABP2,green,green,brown,purple
9946,CASP7,yellowgreen,grey60,paleturquoise,skyblue
9947,DCLRE1A,turquoise,turquoise,thistle1,turquoise
9948,NHLRC2,thistle2,plum2,lightcyan1,magenta
9949,ADRB1,grey,grey,grey,darkgreen
9950,CCDC186,black,black,lightgreen,cyan
9951,TDRD1,grey,grey,grey,grey
9952,VWA2,blue,blue,tan,grey
9953,AFAP1L2,brown,brown,coral2,brown
9954,ABLIM1,lightcyan,darkgrey,lightcyan1,grey
9955,PPIAP19,grey,grey,grey,grey
9956,FAM160B1,lightcyan,darkgrey,lightcyan1,magenta
9957,TRUB1,turquoise,turquoise,thistle1,turquoise
9958,ATRNL1,grey,grey,grey,pink
9959,GFRA1,darkmagenta,darkmagenta,plum1,floralwhite
9960,C10orf82,grey,grey,grey,grey
9961,HSPA12A,darkslateblue,darkslateblue,bisque4,purple
9962,ENO4,lightgreen,lightgreen,sienna3,turquoise
9963,SHTN1,steelblue,steelblue,violet,yellowgreen
9964,VAX1,green,green,brown,brown
9965,PDZD8,yellow,plum2,lightcyan1,turquoise
9966,EMX2OS,brown,brown,blue,salmon
9967,EMX2,turquoise,turquoise,lightcyan1,turquoise
9968,RAB11FIP2,yellow,plum2,lightcyan1,turquoise
9969,CASC2,yellow,plum2,thistle1,turquoise
9970,FAM204A,turquoise,turquoise,thistle1,turquoise
9971,PRLHR,skyblue,skyblue,darkgrey,steelblue
9972,CACUL1,darkgrey,darkgrey,mediumpurple3,magenta
9973,NANOS1,yellowgreen,grey60,darkmagenta,grey
9974,EIF3A,black,black,lightgreen,cyan
9975,SNORA19,green,green,brown,brown
9976,FAM45A,yellow,plum2,thistle1,turquoise
9977,SFXN4,royalblue,royalblue,blue,salmon
9978,PRDX3,magenta,darkred,grey60,pink
9979,GRK5,brown,brown,coral2,green
9980,GRK5-IT1,floralwhite,floralwhite,lightcyan1,turquoise
9981,RN7SL749P,grey,grey,grey,grey
9982,RGS10,pink,pink,tan,midnightblue
9983,TIAL1,darkorange,darkorange,saddlebrown,violet
9984,RAD1P1,brown,brown,blue,green
9985,BAG3,violet,darkorange2,darkred,skyblue
9986,INPP5F,grey,grey,grey,grey
9987,RN7SL846P,grey,grey,darkgreen,darkgreen
9988,MCMBP,lightcyan,darkgrey,lightcyan1,magenta
9989,SEC23IP,yellow,plum2,thistle1,turquoise
9990,PLPP4,red,red,brown,brown
9991,LINC01561,red,red,brown,brown
9992,WDR11-AS1,darkorange,darkorange,grey,violet
9993,WDR11,turquoise,turquoise,thistle1,turquoise
9994,FGFR2,darkolivegreen,darkolivegreen,steelblue,skyblue3
9995,ATE1,turquoise,turquoise,thistle1,sienna3
9996,ATE1-AS1,grey,grey,grey,grey
9997,NSMCE4A,turquoise,turquoise,thistle1,turquoise
9998,TACC2,paleturquoise,cyan,brown,brown
9999,BTBD16,grey,grey,grey,grey
10000,PLEKHA1,darkgreen,darkgreen,plum2,darkgreen
10001,MIR3941,turquoise,turquoise,lightcyan1,magenta
10002,HTRA1,turquoise,turquoise,thistle1,turquoise
10003,CUZD1,grey,grey,grey,grey
10004,FAM24B,grey,grey,grey,grey
10005,C10orf88,saddlebrown,navajowhite2,mediumpurple3,darkorange
10006,PSTK,darkgreen,darkgreen,greenyellow,darkgreen
10007,IKZF5,darkorange,darkorange,darkturquoise,magenta
10008,ACADSB,lightgreen,lightgreen,thistle1,turquoise
10009,BUB3,orangered4,orangered4,thistle1,turquoise
10010,GPR26,skyblue,skyblue,darkgrey,steelblue
10011,CPXM2,green,green,black,purple
10012,CHST15,green,green,brown,purple
10013,OAT,magenta,darkred,grey60,pink
10014,NKX1-2,grey,grey,thistle1,grey
10015,LHPP,brown,brown,black,green
10016,FAM53B,tan,tan,coral2,red
10017,FAM53B-AS1,midnightblue,darkturquoise,grey,grey
10018,METTL10,turquoise,turquoise,lightcyan1,turquoise
10019,FAM175B,yellow,plum2,lightcyan1,turquoise
10020,ZRANB1,yellow,plum2,thistle1,turquoise
10021,CTBP2,greenyellow,greenyellow,darkred,brown
10022,MIR4296,grey,grey,grey,grey
10023,EDRF1,palevioletred3,darkgreen,lightcyan,darkgreen
10024,UROS,orangered4,orangered4,brown4,sienna3
10025,BCCIP,yellowgreen,grey60,paleturquoise,skyblue
10026,DHX32,turquoise,turquoise,thistle1,sienna3
10027,RNU2-42P,grey60,grey60,lightcyan,darkgreen
10028,FANK1,grey,grey,grey,green
10029,ADAM12,lightyellow,lightyellow,midnightblue,grey60
10030,LINC00601,steelblue,steelblue,violet,yellowgreen
10031,C10orf90,steelblue,steelblue,violet,yellowgreen
10032,DOCK1,steelblue,steelblue,violet,yellowgreen
10033,FAM196A,grey,grey,grey,grey
10034,CLRN3,yellow,plum2,lightcyan1,turquoise
10035,PTPRE,cyan,cyan,bisque4,purple
10036,MGMT,green,green,brown,brown
10037,LINC00959,lightgreen,lightgreen,thistle1,grey
10038,GLRX3,lightcyan,darkgrey,grey,magenta
10039,TCERG1L,brown,brown,brown,brown
10040,LINC01164,paleturquoise,cyan,lightcyan1,grey
10041,PPP2R2D,red,red,maroon,brown
10042,BNIP3,turquoise,turquoise,thistle1,turquoise
10043,JAKMIP3,red,red,brown,brown
10044,DPYSL4,greenyellow,greenyellow,coral2,brown
10045,STK32C,honeydew1,honeydew1,coral2,red
10046,LRRC27,brown,brown,coral2,green
10047,PWWP2B,salmon,honeydew1,skyblue3,red
10048,INPP5A,brown,brown,coral2,green
10049,NKX6-2,grey,grey,grey,red
10050,CFAP46,greenyellow,greenyellow,coral2,brown
10051,LINC01166,blue,blue,blue,blue
10052,LINC01167,grey,grey,grey,lightyellow
10053,ADGRA1,purple,purple,black,green
10054,ADGRA1-AS1,blue,blue,blue,blue
10055,KNDC1,greenyellow,greenyellow,coral2,brown
10056,ADAM8,greenyellow,greenyellow,coral2,brown
10057,TUBGCP2,brown,brown,black,green
10058,ZNF511,blue,blue,blue,salmon
10059,CALY,blue,blue,blue,blue
10060,BANF1P2,grey,grey,grey,grey
10061,FUOM,blue,blue,blue,blue
10062,ECHS1,darkturquoise,darkturquoise,brown4,blue
10063,PAOX,blue,blue,blue,blue
10064,MTG1,brown,brown,coral2,green
10065,SPRN,purple,purple,coral2,green
10066,OR7M1P,grey,grey,grey,grey
10067,CYP2E1,blue,blue,blue,blue
10068,SYCE1,grey,grey,grey,grey
10069,AGGF1P2,black,black,lightgreen,cyan
10070,BET1L,brown,brown,black,green
10071,RIC8A,blue,blue,blue,blue
10072,SIRT3,brown,brown,coral2,green
10073,PSMD13,midnightblue,darkturquoise,brown4,blue
10074,ATHL1,royalblue,royalblue,blue,red
10075,IFITM2,red,red,brown,brown
10076,IFITM1,blue,blue,blue,green
10077,IFITM3,red,red,coral2,brown
10078,B4GALNT4,salmon,honeydew1,coral2,red
10079,SIGIRR,salmon,honeydew1,coral2,red
10080,PTDSS2,salmon,honeydew1,coral2,brown
10081,RNH1,blue,blue,coral2,salmon
10082,HRAS,blue,blue,blue,blue
10083,LRRC56,salmon,honeydew1,coral2,red
10084,RASSF7,blue,blue,blue,red
10085,MIR210HG,yellow,plum2,lightcyan1,grey
10086,PHRF1,greenyellow,greenyellow,coral2,brown
10087,IRF7,grey,grey,grey,grey
10088,DRD4,greenyellow,greenyellow,grey,grey
10089,DEAF1,tan,tan,blue,blue
10090,EPS8L2,brown,brown,coral2,red
10091,TMEM80,blue,blue,blue,salmon
10092,TALDO1,darkturquoise,darkturquoise,brown4,blue
10093,PDDC1,blue,blue,blue,blue
10094,CEND1,salmon,honeydew1,coral2,red
10095,SLC25A22,purple,purple,coral2,green
10096,PANO1,tan,tan,blue,blue
10097,PIDD1,royalblue,royalblue,coral2,red
10098,RPLP2,lightcyan1,lightcyan1,darkmagenta,pink
10099,PNPLA2,red,red,coral2,green
10100,CD151,blue,blue,blue,salmon
10101,POLR2L,blue,blue,blue,salmon
10102,TSPAN4,brown,brown,coral2,red
10103,CHID1,blue,blue,blue,blue
10104,AP2A2,green,green,brown,brown
10105,RNU6-1025P,grey,grey,grey,grey
10106,TOLLIP,green,green,brown,brown
10107,TOLLIP-AS1,grey,grey,grey,blue
10108,BRSK2,salmon,honeydew1,coral2,red
10109,MOB2,royalblue,royalblue,coral2,salmon
10110,DUSP8,green,green,brown,brown
10111,KRTAP5-AS1,brown,brown,coral2,brown
10112,IFITM10,royalblue,royalblue,blue,red
10113,CTSD,brown,brown,coral2,green
10114,LSP1,grey,grey,grey,grey
10115,MRPL23,green,green,brown,brown
10116,IGF2,lightyellow,lightyellow,midnightblue,grey60
10117,CD81-AS1,tan,tan,black,green
10118,RPL26P30,grey,grey,grey,grey
10119,CD81,blue,blue,blue,blue
10120,TSSC4,ivory,ivory,skyblue3,red
10121,KCNQ1,steelblue,steelblue,blue,red
10122,KCNQ1OT1,grey,grey,grey,grey
10123,CDKN1C,darkolivegreen,darkolivegreen,steelblue,blue
10124,SLC22A18AS,brown,brown,blue,red
10125,SLC22A18,blue,blue,blue,blue
10126,PHLDA2,grey,grey,coral2,grey
10127,NAP1L4,darkred,darkred,grey60,pink
10128,SNORA54,sienna3,sienna3,orangered4,mediumpurple3
10129,CARS,brown,brown,coral2,green
10130,RNU1-91P,darkgreen,darkgreen,darkgreen,darkolivegreen
10131,OSBPL5,greenyellow,greenyellow,brown,brown
10132,ZNF195,black,black,plum2,darkgreen
10133,TSSC2,grey,grey,grey,grey
10134,CHRNA10,darkorange2,darkorange2,darkred,brown
10135,NUP98,grey,grey,darkred,brown
10136,RNU6-1143P,grey,grey,thistle1,grey
10137,PGAP2,brown,brown,coral2,green
10138,RHOG,blue,blue,blue,blue
10139,STIM1,green,green,brown,brown
10140,RPS29P20,grey,grey,grey,grey
10141,RRM1,turquoise,turquoise,thistle1,turquoise
10142,TRIM21,grey,grey,grey,grey
10143,TRIM68,brown,brown,black,green
10144,HBB,green,green,brown,lightyellow
10145,OLFM5P,red,red,grey,brown
10146,TRIM5,pink,pink,grey,grey
10147,TRIM22,pink,pink,tan,midnightblue
10148,FAM160A2,purple,purple,black,green
10149,CNGA4,red,red,brown,brown
10150,CCKBR,blue,blue,blue,blue
10151,PRKCDBP,tan,tan,black,blue
10152,SMPD1,purple,purple,black,green
10153,APBB1,blue,blue,blue,blue
10154,HPX,green,green,brown,brown
10155,TRIM3,brown,brown,coral2,green
10156,ARFIP2,blue,blue,blue,blue
10157,TIMM10B,orangered4,orangered4,grey,turquoise
10158,DNHD1,green,green,brown,brown
10159,RRP8,yellow,plum2,thistle1,turquoise
10160,ILK,blue,blue,blue,blue
10161,TAF10,blue,blue,blue,red
10162,TPP1,green,green,brown,brown
10163,DCHS1,purple,purple,black,green
10164,MRPL17,blue,blue,blue,blue
10165,GVINP1,grey,grey,grey,grey
10166,OR2AG2,brown,brown,black,purple
10167,OR6A2,brown,brown,blue,green
10168,OR2D2,grey,grey,grey,grey
10169,ZNF215,grey,grey,grey,darkgreen
10170,ZNF214,turquoise,turquoise,thistle1,turquoise
10171,NLRP14,yellow,plum2,greenyellow,turquoise
10172,SYT9,brown,brown,black,green
10173,OLFML1,lightyellow,lightyellow,midnightblue,grey60
10174,PPFIBP2,red,red,honeydew1,grey
10175,CYB5R2,midnightblue,darkturquoise,brown4,blue
10176,OR10AB1P,brown,brown,brown,brown
10177,EIF3F,grey60,grey60,lightcyan,darkgreen
10178,TUB,brown,brown,blue,green
10179,TUB-AS1,green,green,brown,brown
10180,RIC3,grey,grey,grey,grey
10181,LMO1,tan,tan,blue,green
10182,STK33,yellow,plum2,lightcyan1,turquoise
10183,TRIM66,cyan,cyan,brown,brown
10184,RPL27A,skyblue3,skyblue3,lightpink4,plum2
10185,SNORA3B,grey,grey,grey,grey
10186,ST5,green,green,brown,brown
10187,AKIP1,midnightblue,darkturquoise,grey60,blue
10188,TMEM9B,turquoise,turquoise,thistle1,turquoise
10189,TMEM9B-AS1,grey,grey,grey,grey
10190,NRIP3,midnightblue,darkturquoise,brown4,blue
10191,SCUBE2,red,red,brown,brown
10192,DENND5A,maroon,maroon,black,purple
10193,TMEM41B,turquoise,turquoise,lightcyan1,turquoise
10194,PRR13P2,red,red,black,brown
10195,IPO7,yellow,plum2,darkturquoise,darkgreen
10196,SNORA23,sienna3,sienna3,orangered4,mediumpurple3
10197,ZNF143,grey,grey,grey,grey
10198,WEE1,white,white,darkorange,orange
10199,RPL23AP65,green,green,brown,brown
10200,SWAP70,grey60,grey60,mediumpurple3,darkgreen
10201,RN7SKP50,yellow,plum2,lightcyan1,grey
10202,SBF2-AS1,grey,grey,grey,grey
10203,SBF2,yellow,plum2,midnightblue,grey
10204,RNU7-28P,grey,grey,grey,grey
10205,ADM,white,white,darkorange,orange
10206,AMPD3,grey,grey,grey,grey
10207,MTRNR2L8,grey,grey,grey,grey
10208,RNF141,turquoise,turquoise,thistle1,turquoise
10209,MRVI1-AS1,grey,grey,brown,grey
10210,LYVE1,pink,pink,midnightblue,darkorange
10211,MRVI1,turquoise,turquoise,thistle1,turquoise
10212,CTR9,grey60,grey60,paleturquoise,darkgreen
10213,EIF4G2,cyan,cyan,cyan,lightyellow
10214,ZBED5,turquoise,turquoise,thistle1,turquoise
10215,ZBED5-AS1,blue,blue,grey,blue
10216,GALNT18,brown,brown,coral2,brown
10217,CSNK2A3,yellow,plum2,grey,grey
10218,USP47,darkgreen,darkgreen,mediumpurple3,darkgreen
10219,DKK3,blue,blue,blue,blue
10220,MICAL2,purple,purple,black,brown
10221,MIR6124,grey,grey,grey,grey
10222,PARVA,grey,grey,grey,grey
10223,TEAD1,lightcyan,darkgrey,darkturquoise,magenta
10224,LINC00958,grey,grey,grey,grey
10225,RASSF10,grey,grey,grey,grey
10226,ARNTL,grey,grey,brown,brown
10227,RN7SKP151,grey,grey,grey,brown
10228,BTBD10,magenta,darkred,grey60,pink
10229,FAR1,lightcyan,darkgrey,lightcyan1,magenta
10230,FAR1-IT1,grey,grey,grey,grey
10231,SPON1,lightsteelblue1,lightsteelblue1,ivory,paleturquoise
10232,RRAS2,brown4,brown4,darkturquoise,magenta
10233,COPB1,lightcyan,darkgrey,lightcyan1,magenta
10234,PSMA1,magenta,darkred,grey60,pink
10235,PDE3B,yellow,plum2,lightcyan1,turquoise
10236,CYP2R1,pink,pink,tan,pink
10237,SOX6,yellow,plum2,lightcyan1,turquoise
10238,C11orf58,turquoise,turquoise,thistle1,turquoise
10239,PLEKHA7,red,red,brown,brown
10240,RPS13,magenta,darkred,grey60,pink
10241,SNORD14A,grey,grey,thistle1,grey
10242,PIK3C2A,yellow,plum2,lightcyan1,turquoise
10243,RNU6-593P,yellow,plum2,plum2,magenta
10244,NUCB2,black,black,greenyellow,turquoise
10245,NCR3LG1,grey,grey,grey,grey
10246,KCNJ11,royalblue,royalblue,coral2,green
10247,ABCC8,red,red,black,brown
10248,SDHCP4,darkorange2,darkorange2,darkred,brown
10249,USH1C,grey,grey,grey,grey
10250,KCNC1,green,green,brown,brown
10251,SERGEF,blue,blue,blue,blue
10252,SAAL1,turquoise,turquoise,grey60,grey
