Order,Symbol,dynamicColors_GRS5_prot,mergedColors,consensus_GRS5
704,DNAJC6,grey,grey,grey
705,RNU2-15P,grey,grey,grey
706,LEPROT,turquoise,turquoise,darkred
707,LEPR,lightcyan,lightcyan,brown
708,PDE4B,green,white,darkred
709,SGIP1,violet,violet,violet
710,MIR3117,turquoise,turquoise,brown
711,TCTEX1D1,turquoise,turquoise,darkred
712,WDR78,red,red,midnightblue
713,MIER1,green,white,grey60
714,SLC35D1,salmon,salmon,lightgreen
715,IL12RB2,yellow,black,yellow
716,SERBP1,darkorange,darkorange,brown
717,GADD45A,red,red,salmon
718,GNG12,white,white,brown
719,DIRAS3,turquoise,turquoise,darkred
720,ARL5AP3,grey,grey,grey
721,WLS,turquoise,turquoise,brown
722,CTBP2P8,grey,grey,grey
723,MIR1262,pink,pink,grey
724,RPE65,turquoise,turquoise,darkred
725,DEPDC1,turquoise,turquoise,darkred
726,LRRC7,darkorange2,darkorange2,violet
727,RN7SL538P,grey,grey,grey
728,PIN1P1,grey,grey,grey
729,LRRC40,turquoise,turquoise,darkred
730,RN7SL242P,grey,grey,grey
731,SRSF11,turquoise,turquoise,brown
732,ANKRD13C,red,red,salmon
733,HHLA3,brown,brown,sienna3
734,CTH,grey,grey,grey
735,PTGER3,green,white,grey
736,ZRANB2,plum2,white,lightcyan1
737,MIR186,green,white,brown
738,ZRANB2-AS2,turquoise,turquoise,darkred
739,NEGR1,turquoise,turquoise,brown
740,NEGR1-IT1,grey,grey,grey
741,FPGT,turquoise,turquoise,brown
742,FPGT-TNNI3K,midnightblue,midnightblue,darkred
743,TNNI3K,turquoise,turquoise,darkred
744,LRRC53,steelblue,darkgreen,grey
745,ERICH3,red,red,salmon
746,CRYZ,grey,grey,grey
747,TYW3,salmon,salmon,lightgreen
748,SLC44A5,midnightblue,midnightblue,darkred
749,RNU6-503P,grey,grey,grey
750,ACADM,turquoise,turquoise,darkred
751,RABGGTB,darkorange,darkorange,brown
752,MSH4,darkgreen,darkgreen,skyblue3
753,ST6GALNAC3,green,white,brown
754,TPI1P1,blue,blue,turquoise
755,ST6GALNAC5,darkturquoise,darkturquoise,brown
756,MIR7156,magenta,ivory,lightyellow
757,PIGK,pink,pink,darkred
758,AK5,orangered4,orangered4,grey
759,RNU7-8P,mediumpurple3,mediumpurple3,grey
760,ZZZ3,darkred,darkred,royalblue
761,USP33,turquoise,turquoise,darkred
762,FAM73A,turquoise,turquoise,darkred
763,NSRP1P1,red,red,salmon
764,HSPE1P25,red,red,midnightblue
765,NEXN,darkred,darkred,salmon
766,FUBP1,paleturquoise,darkred,royalblue
767,DNAJB4,steelblue,darkgreen,lightgreen
768,GIPC2,grey,grey,grey
769,PTGFR,lightcyan,lightcyan,lightcyan
770,IFI44L,turquoise,turquoise,darkred
771,IFI44,turquoise,turquoise,darkred
772,ADGRL4,darkred,darkred,grey60
773,ADGRL2,darkturquoise,darkturquoise,darkgreen
774,HNRNPA3P14,green,white,grey
775,ST13P20,grey,grey,grey
776,LINC01361,grey,grey,darkred
777,TTLL7,turquoise,turquoise,brown
778,TTLL7-IT1,darkgrey,darkgrey,darkmagenta
779,PRKACB,turquoise,turquoise,brown
780,SAMD13,turquoise,turquoise,darkred
781,UOX,grey,grey,grey
782,DNASE2B,grey,grey,grey
783,RPF1,orange,orange,floralwhite
784,GNG5,green,white,brown
785,SPATA1,turquoise,turquoise,brown
786,CTBS,midnightblue,midnightblue,midnightblue
787,SSX2IP,turquoise,turquoise,brown
788,LPAR3,grey,grey,grey
789,WDR63,grey,grey,grey
790,SYDE2,darkred,darkred,brown
791,C1orf52,salmon,salmon,lightgreen
792,BCL10,green,white,brown
793,DDAH1,sienna3,sienna3,paleturquoise
794,CYR61,royalblue,royalblue,darkorange
795,ZNHIT6,red,red,brown
796,COL24A1,brown,brown,grey
797,ODF2L,red,red,salmon
798,MIR7856,turquoise,turquoise,darkred
799,CLCA4,skyblue,skyblue,grey
800,SH3GLB1,green,white,grey60
801,HS2ST1,turquoise,turquoise,brown
802,LINC01140,purple,purple,greenyellow
803,LMO4,lightyellow,lightyellow,darkred
804,PKN2-AS1,turquoise,turquoise,darkred
805,PKN2,darkred,darkred,brown
806,RNU6-125P,grey,grey,grey
807,TCEB1P19,midnightblue,midnightblue,darkred
808,GTF2B,pink,pink,darkred
809,KYAT3,turquoise,turquoise,darkred
810,RBMXL1,green,white,brown
811,GBP3,grey,grey,grey
812,GBP1,lightcyan,lightcyan,grey
813,PTGES3P1,grey,grey,salmon
814,GBP2,lightcyan,lightcyan,lightcyan
815,GBP4,grey,grey,grey
816,GBP1P1,lightcyan,lightcyan,grey
817,LRRC8B,saddlebrown,saddlebrown,darkgreen
818,LRRC8C,white,white,lightgreen
819,LRRC8D,grey,grey,grey
820,GEMIN8P4,brown,brown,greenyellow
821,ZNF326,red,red,salmon
822,PHKA1P1,grey,grey,grey
823,ZNF644,red,red,salmon
824,HFM1,turquoise,turquoise,brown
825,CDC7,grey,grey,darkred
826,TGFBR3,lightcyan,lightcyan,lightcyan
827,RN7SL653P,grey,grey,grey
828,EPHX4,grey,grey,darkred
829,LPCAT2BP,yellow,black,yellow
830,SETSIP,turquoise,turquoise,grey
831,BTBD8,pink,pink,mediumpurple3
832,PRKAR1AP1,grey,grey,grey
833,GLMN,turquoise,turquoise,darkred
834,RPAP2,paleturquoise,darkred,royalblue
835,EVI5,green,white,brown
836,HMGB3P9,salmon,salmon,grey60
837,RNU4-59P,grey,grey,darkred
838,RPL5,brown4,brown4,thistle1
839,FAM69A,sienna3,sienna3,brown
840,SNORA66,yellow,black,yellow
841,MTF2,turquoise,turquoise,darkred
842,TMED5,orange,orange,grey60
843,CCDC18,skyblue3,darkorange,royalblue
844,CCDC18-AS1,turquoise,turquoise,grey
845,DR1,turquoise,turquoise,brown
846,FNBP1L,green,white,brown
847,BCAR3,darkgreen,darkgreen,greenyellow
848,MIR760,brown,brown,yellow
849,DNTTIP2,red,red,brown
850,GCLM,green,white,brown
851,ABCA4,magenta,ivory,grey
852,ARHGAP29,darkorange2,darkorange2,midnightblue
853,ABCD3,turquoise,turquoise,brown
854,F3,turquoise,turquoise,brown
855,LINC01057,grey,grey,grey
856,SLC44A3,royalblue,royalblue,grey60
857,CNN3,darkorange,darkorange,brown
858,ALG14,turquoise,turquoise,darkred
859,TMEM56,plum2,white,grey60
860,TMEM56-RWDD3,turquoise,turquoise,brown
861,RWDD3,turquoise,turquoise,darkred
862,EEF1A1P11,grey,grey,grey
863,RPL7P9,darkolivegreen,darkolivegreen,darkred
864,PTBP2,turquoise,turquoise,darkred
865,DPYD,turquoise,turquoise,darkred
866,DPYD-IT1,grey,grey,grey
867,MIR137HG,grey,grey,grey60
868,SNX7,green,white,brown
869,PLPPR5,white,white,grey60
870,PLPPR4,lightcyan1,lightcyan1,grey
871,PALMD,grey,grey,lightcyan
872,FRRS1,grey,grey,grey
873,AGL,turquoise,turquoise,darkred
874,SLC35A3,turquoise,turquoise,brown
875,MFSD14A,turquoise,turquoise,darkred
876,SASS6,green,white,brown
877,TRMT13,skyblue3,darkorange,royalblue
878,LRRC39,midnightblue,midnightblue,darkred
879,DBT,red,red,brown
880,RTCA-AS1,turquoise,turquoise,darkred
881,RTCA,pink,pink,darkred
882,MIR553,grey,grey,grey
883,CDC14A,orange,orange,grey60
884,BCAS2P2,red,red,darkred
885,GPR88,lightcyan,lightcyan,grey
886,VCAM1,lightcyan,lightcyan,lightcyan
887,EXTL2,pink,pink,mediumpurple3
888,SLC30A7,darkorange2,darkorange2,midnightblue
889,DPH5,yellowgreen,yellowgreen,floralwhite
890,S1PR1,sienna3,sienna3,paleturquoise
891,RPSAP19,grey,grey,grey
892,OLFM3,turquoise,turquoise,darkred
893,COL11A1,lightcyan,lightcyan,lightcyan
894,SOD2P1,grey,grey,grey
895,RNPC3,darkred,darkred,brown
896,AMY2B,midnightblue,midnightblue,darkred
897,AMY2A,turquoise,turquoise,darkred
898,SEPT2P1,grey,grey,grey
899,PRMT6,grey60,grey60,turquoise
900,NTNG1,darkturquoise,darkturquoise,grey
901,VAV3,green,white,brown
902,SLC25A24,turquoise,turquoise,brown
903,FAM102B,turquoise,turquoise,darkred
904,HENMT1,turquoise,turquoise,darkred
905,PRPF38B,skyblue3,darkorange,royalblue
906,STXBP3,turquoise,turquoise,brown
907,GPSM2,green,white,brown
908,CLCC1,turquoise,turquoise,midnightblue
909,WDR47,floralwhite,floralwhite,plum1
910,TAF13,pink,pink,mediumpurple3
911,TMEM167B,darkorange,darkorange,brown
912,C1orf194,grey,grey,grey
913,KIAA1324,black,black,yellow
914,SARS,grey60,grey60,turquoise
915,CELSR2,black,black,yellow
916,PSRC1,yellow,black,yellow
917,MYBPHL,grey,grey,grey
918,SORT1,magenta,ivory,yellow
919,PSMA5,lightyellow,lightyellow,mediumpurple3
920,SYPL2,grey,grey,grey
921,ATXN7L2,brown,brown,sienna3
922,CYB561D1,brown,brown,green
923,AMIGO1,magenta,ivory,lightyellow
924,GPR61,blue,blue,turquoise
925,GNAI3,orange,orange,grey60
926,AMPD2,blue,blue,tan
927,GSTM4,blue,blue,turquoise
928,GSTM2,grey60,grey60,turquoise
929,GSTM5,grey,grey,grey
930,GSTM3,grey,grey,grey
931,CSF1,royalblue,royalblue,yellow
932,AHCYL1,green,white,brown
933,STRIP1,ivory,ivory,tan
934,SLC6A17,black,black,lightyellow
935,KCNC4-AS1,yellow,black,green
936,KCNC4,yellow,black,yellow
937,RBM15,purple,purple,sienna3
938,LAMTOR5-AS1,turquoise,turquoise,grey
939,SLC16A4,salmon,salmon,royalblue
940,LAMTOR5,pink,pink,mediumpurple3
941,KCNA2,black,black,sienna3
942,KCNA3,brown,brown,yellow
943,CD53,greenyellow,greenyellow,darkred
944,LRIF1,salmon,salmon,lightgreen
945,DRAM2,greenyellow,greenyellow,brown
946,CEPT1,yellowgreen,yellowgreen,floralwhite
947,DENND2D,grey,grey,grey
948,PIFO,turquoise,turquoise,darkred
949,OVGP1,magenta,ivory,lightyellow
950,WDR77,blue,blue,turquoise
951,ATP5F1,lightyellow,lightyellow,mediumpurple3
952,C1orf162,salmon,salmon,royalblue
953,TMIGD3,greenyellow,greenyellow,darkred
954,ADORA3,greenyellow,greenyellow,cyan
955,RAP1A,plum2,white,lightcyan1
956,FAM212B,brown,brown,green
957,FAM212B-AS1,grey60,grey60,turquoise
958,DDX20,yellowgreen,yellowgreen,mediumpurple3
959,KCND3,cyan,cyan,yellow
960,KCND3-IT1,yellow,black,yellow
961,CTTNBP2NL,plum2,white,grey60
962,WNT2B,lightcyan,lightcyan,grey
963,ST7L,green,white,midnightblue
964,CAPZA1,green,white,brown
965,MOV10,yellow,black,yellow
966,RHOC,blue,blue,turquoise
967,PPM1J,blue,blue,turquoise
968,SLC16A1,grey,grey,grey
969,SLC16A1-AS1,grey,grey,grey
970,LRIG2,grey,grey,grey
971,MAGI3,red,red,midnightblue
972,PHTF1,turquoise,turquoise,darkred
973,RSBN1,white,white,grey60
974,PTPN22,turquoise,turquoise,brown
975,BCL2L15,turquoise,turquoise,darkred
976,AP4B1,brown,brown,sienna3
977,DCLRE1B,tan,grey60,turquoise
978,HIPK1-AS1,grey,grey,grey
979,HIPK1,cyan,cyan,darkgreen
980,OLFML3,greenyellow,greenyellow,cyan
981,SYT6,yellow,black,yellow
982,TRIM33,turquoise,turquoise,brown
983,BCAS2,turquoise,turquoise,darkred
984,DENND2C,turquoise,turquoise,darkred
985,NRAS,turquoise,turquoise,darkred
986,CSDE1,red,red,darkred
987,SIKE1,turquoise,turquoise,brown
988,TSPAN2,turquoise,turquoise,darkred
989,NGF,brown,brown,green
990,VANGL1,grey,grey,grey
991,CASQ2,lightcyan,lightcyan,lightcyan
992,SLC22A15,grey,grey,brown
993,ATP1A1,black,black,yellow
994,ATP1A1-AS1,grey,grey,grey
995,RNU6-817P,grey,grey,grey
996,CD58,salmon,salmon,brown
997,NAP1L4P1,red,red,grey
998,IGSF3,yellow,black,green
999,PTGFRN,magenta,ivory,lightyellow
1000,CD101,yellow,black,yellow
1001,TTF2,grey,grey,grey
1002,TRIM45,blue,blue,turquoise
1003,MAN1A2,red,red,salmon
1004,FAM46C,lightcyan,lightcyan,lightcyan
1005,GDAP2,green,white,brown
1006,WDR3,turquoise,turquoise,brown
1007,TBX15,lightcyan,lightcyan,lightcyan
1008,WARS2,turquoise,turquoise,darkred
1009,RPS3AP12,turquoise,turquoise,darkred
1010,GAPDHP74,cyan,cyan,yellow
1011,GAPDHP23,yellow,black,yellow
1012,GAPDHP58,cyan,cyan,grey
1013,GAPDHP32,cyan,cyan,yellow
1014,GAPDHP27,cyan,cyan,yellow
1015,GAPDHP33,cyan,cyan,yellow
1016,LINC00622,cyan,cyan,darkgreen
1017,ZNF697,cyan,cyan,yellow
1018,PHGDH,purple,purple,greenyellow
1019,NOTCH2,sienna3,sienna3,turquoise
1020,SEC22B,turquoise,turquoise,darkred
1021,NBPF8,grey,grey,grey
1022,NBPF26,grey,grey,grey
1023,RNVU1-19,grey,grey,grey
1024,LINC00623,grey,grey,turquoise
1025,RNVU1-4,grey,grey,grey
1026,FCGR1B,greenyellow,greenyellow,cyan
1027,HIST2H2BA,grey,grey,grey
1028,HIST2H3DP1,grey,grey,grey
1029,FAM72B,brown,brown,grey
1030,SRGAP2C,grey,grey,grey
1031,EMBP1,turquoise,turquoise,darkred
1032,RNVU1-18,grey,grey,grey
1033,FCGR1CP,royalblue,royalblue,grey
1034,HIST2H2BB,green,white,grey
1035,SRGAP2D,green,white,grey
1036,RNVU1-15,blue,blue,turquoise
1037,NBPF15,yellow,black,sienna3
1038,SRGAP2B,grey,grey,grey
1039,NBPF20,yellow,black,yellow
1040,NBPF25P,grey,grey,grey
1041,GPR89A,grey,grey,grey
1042,PDZK1,darkred,darkred,grey
1043,RNF115,midnightblue,midnightblue,darkred
1044,POLR3C,midnightblue,midnightblue,tan
1045,NUDT17,brown,brown,sienna3
1046,PIAS3,black,black,yellow
1047,ANKRD35,blue,blue,turquoise
1048,ITGA10,darkgreen,darkgreen,grey
1049,PEX11B,grey60,grey60,turquoise
1050,RBM8A,turquoise,turquoise,brown
1051,GNRHR2,blue,blue,turquoise
1052,LIX1L,green,white,brown
1053,ANKRD34A,black,black,yellow
1054,POLR3GL,pink,pink,mediumpurple3
1055,TXNIP,grey,grey,grey
1056,RNVU1-6,turquoise,turquoise,grey
1057,NBPF10,green,white,grey60
1058,NOTCH2NL,turquoise,turquoise,brown
1059,HYDIN2,yellow,black,sienna3
1060,NBPF12,grey,grey,grey
1061,PRKAB2,salmon,salmon,grey60
1062,FMO5,turquoise,turquoise,darkred
1063,PDIA3P1,grey,grey,grey
1064,CCT8P1,pink,pink,mediumpurple3
1065,RPL7AP15,salmon,salmon,darkgreen
1066,CHD1L,turquoise,turquoise,darkred
1067,BCL9,black,black,lightyellow
1068,ACP6,grey,grey,lightyellow
1069,GJA5,lightcyan,lightcyan,lightcyan
1070,GPR89B,darkgreen,darkgreen,grey
1071,RNVU1-7,grey,grey,grey
1072,PDE4DIPP1,grey,grey,grey
1073,NBPF11,darkorange2,darkorange2,grey
1074,ABHD17AP1,yellow,black,yellow
1075,RNU1-120P,grey,grey,darkred
1076,MIR5087,grey,grey,grey
1077,RNU1-122P,blue,blue,turquoise
1078,RNVU1-1,blue,blue,turquoise
1079,LINC01138,yellow,black,sienna3
1080,RNVU1-2,grey,grey,grey
1081,RNU1-13P,grey,grey,grey
1082,RNVU1-3,grey,grey,grey
1083,NBPF14,darkorange,darkorange,brown
1084,NUDT4P1,turquoise,turquoise,brown
1085,PDE4DIP,grey,grey,grey
1086,NBPF9,mediumpurple3,mediumpurple3,grey
1087,RNU1-59P,pink,pink,grey
1088,NBPF19,grey,grey,grey
1089,LINC00869,darkred,darkred,grey
1090,FCGR1A,greenyellow,greenyellow,cyan
1091,HIST2H2BF,grey,grey,grey
1092,HIST2H3D,plum1,plum1,greenyellow
1093,HIST2H4A,darkmagenta,darkmagenta,grey
1094,HIST2H2AA3,darkmagenta,darkmagenta,ivory
1095,HIST2H2BD,grey,grey,grey
1096,HIST2H2BC,grey,grey,grey
1097,HIST2H2AA4,darkmagenta,darkmagenta,ivory
1098,HIST2H4B,darkmagenta,darkmagenta,grey
1099,HIST2H2BE,yellow,black,sienna3
1100,HIST2H2AC,lightsteelblue1,lightsteelblue1,brown4
1101,HIST2H2AB,pink,pink,darkred
1102,BOLA1,tan,grey60,mediumpurple3
1103,SV2A,magenta,ivory,tan
1104,SF3B4,yellow,black,yellow
1105,MTMR11,yellow,black,yellow
1106,OTUD7B,skyblue,skyblue,grey
1107,VPS45,lightyellow,lightyellow,darkred
1108,PLEKHO1,brown,brown,sienna3
1109,ANP32E,turquoise,turquoise,brown
1110,CA14,skyblue,skyblue,orangered4
1111,APH1A,tan,grey60,turquoise
1112,C1orf54,pink,pink,mediumpurple3
1113,CIART,grey,grey,grey
1114,MRPS21,grey60,grey60,turquoise
1115,PRPF3,darkred,darkred,royalblue
1116,RPRD2,cyan,cyan,darkgreen
1117,TARS2,blue,blue,sienna3
1118,ECM1,yellow,black,yellow
1119,FALEC,grey,grey,grey
1120,ADAMTSL4-AS1,grey,grey,grey
1121,RN7SL473P,grey,grey,grey
1122,RN7SL600P,turquoise,turquoise,midnightblue
1123,MCL1,royalblue,royalblue,darkorange
1124,ENSA,lightyellow,lightyellow,mediumpurple3
1125,GOLPH3L,darkgreen,darkgreen,skyblue3
1126,HORMAD1,grey,grey,grey60
1127,CTSS,greenyellow,greenyellow,cyan
1128,CTSK,grey,grey,grey
1129,ARNT,ivory,ivory,grey
1130,SETDB1,midnightblue,midnightblue,tan
1131,CERS2,blue,blue,turquoise
1132,FAM63A,blue,blue,turquoise
1133,PRUNE1,brown,brown,sienna3
1134,BNIPL,grey,grey,grey
1135,C1orf56,blue,blue,turquoise
1136,CDC42SE1,grey,grey,cyan
1137,MLLT11,tan,grey60,turquoise
1138,GABPB2,salmon,salmon,grey
1139,SEMA6C,brown,brown,yellow
1140,TNFAIP8L2,greenyellow,greenyellow,cyan
1141,SCNM1,purple,purple,turquoise
1142,LYSMD1,grey60,grey60,turquoise
1143,VPS72,purple,purple,turquoise
1144,PIP5K1A,royalblue,royalblue,darkgreen
1145,PSMD4,grey60,grey60,turquoise
1146,ZNF687,magenta,ivory,green
1147,PI4KB,magenta,ivory,sienna3
1148,RN7SL444P,grey,grey,grey
1149,RFX5,blue,blue,turquoise
1150,SELENBP1,grey60,grey60,turquoise
1151,PSMB4,tan,grey60,turquoise
1152,POGZ,cyan,cyan,darkgreen
1153,CGN,grey,grey,yellow
1154,TUFT1,brown,brown,green
1155,SNX27,yellow,black,yellow
1156,RNU6-1062P,grey,grey,grey
1157,CELF3,magenta,ivory,sienna3
1158,RIIAD1,blue,blue,turquoise
1159,MRPL9,tan,grey60,turquoise
1160,TDRKH,magenta,ivory,tan
1161,THEM4,magenta,ivory,sienna3
1162,S100A10,lightcyan,lightcyan,lightcyan
1163,S100A11,greenyellow,greenyellow,cyan
1164,TCHH,grey,grey,grey
1165,FLG-AS1,grey,grey,grey
1166,S100A9,royalblue,royalblue,grey
1167,S100A8,royalblue,royalblue,darkorange
1168,S100A6,lightyellow,lightyellow,mediumpurple3
1169,S100A4,lightcyan,lightcyan,lightcyan
1170,S100A16,blue,blue,turquoise
1171,S100A13,lightyellow,lightyellow,darkred
1172,S100A1,blue,blue,turquoise
1173,CHTOP,turquoise,turquoise,mediumpurple3
1174,SNAPIN,tan,grey60,turquoise
1175,ILF2,floralwhite,floralwhite,plum1
1176,INTS3,yellow,black,yellow
1177,SLC27A3,blue,blue,turquoise
1178,GATAD2B,black,black,yellow
1179,DENND4B,yellow,black,yellow
1180,CRTC2,brown,brown,sienna3
1181,SLC39A1,blue,blue,turquoise
1182,CREB3L4,purple,purple,greenyellow
1183,JTB,yellowgreen,yellowgreen,mediumpurple3
1184,RAB13,grey,grey,grey
1185,RPS27,tan,grey60,thistle1
1186,TPM3,tan,grey60,turquoise
1187,RN7SL431P,grey,grey,grey
1188,C1orf43,grey60,grey60,turquoise
1189,UBAP2L,black,black,yellow
1190,HAX1,grey60,grey60,turquoise
1191,ATP8B2,yellow,black,green
1192,RNU7-57P,red,red,midnightblue
1193,IL6R,greenyellow,greenyellow,cyan
1194,SHE,grey,grey,grey
1195,TDRD10,brown,brown,sienna3
1196,UBE2Q1,brown,brown,green
1197,CHRNB2,magenta,ivory,tan
1198,ADAR,magenta,ivory,tan
1199,KCNN3,grey,grey,grey60
1200,PMVK,lightyellow,lightyellow,mediumpurple3
1201,PBXIP1,grey60,grey60,grey
1202,PYGO2,brown,brown,green
1203,SHC1,brown,brown,green
1204,CKS1B,pink,pink,mediumpurple3
1205,FLAD1,tan,grey60,turquoise
1206,ZBTB7B,purple,purple,turquoise
1207,ADAM15,blue,blue,green
1208,EFNA4,grey,grey,grey
1209,EFNA3,purple,purple,turquoise
1210,EFNA1,purple,purple,greenyellow
1211,SLC50A1,brown,brown,greenyellow
1212,DPM3,tan,grey60,turquoise
1213,KRTCAP2,purple,purple,turquoise
1214,TRIM46,yellow,black,green
1215,MIR92B,blue,blue,turquoise
1216,THBS3,yellow,black,green
1217,MTX1,blue,blue,turquoise
1218,GBAP1,yellow,black,sienna3
1219,MTX1P1,red,red,grey
1220,GBA,blue,blue,tan
1221,FAM189B,yellow,black,yellow
1222,SCAMP3,brown,brown,sienna3
1223,CLK2,yellow,black,yellow
1224,HCN3,yellow,black,yellow
1225,FDPS,grey60,grey60,turquoise
1226,RUSC1-AS1,brown,brown,green
1227,RUSC1,yellow,black,yellow
1228,ASH1L,cyan,cyan,darkgreen
1229,RNU6-106P,grey,grey,grey
1230,ASH1L-IT1,grey,grey,grey
1231,ASH1L-AS1,grey,grey,grey
1232,DAP3P1,brown,brown,greenyellow
1233,MSTO1,blue,blue,tan
1234,YY1AP1,grey,grey,grey
1235,DAP3,lightyellow,lightyellow,darkred
1236,MSTO2P,blue,blue,tan
1237,GON4L,yellow,black,yellow
1238,SYT11,blue,blue,turquoise
1239,RIT1,orange,orange,grey60
1240,KIAA0907,salmon,salmon,royalblue
1241,SNORA80E,darkred,darkred,grey
1242,ARHGEF2,yellow,black,green
1243,MIR6738,grey,grey,grey
1244,SSR2,blue,blue,turquoise
1245,UBQLN4,brown,brown,sienna3
1246,LAMTOR2,grey60,grey60,turquoise
1247,MEX3A,darkgreen,darkgreen,yellow
1248,LMNA,royalblue,royalblue,yellow
1249,SEMA4A,yellow,black,green
1250,SLC25A44,ivory,ivory,tan
1251,PMF1,blue,blue,turquoise
1252,PAQR6,blue,blue,turquoise
1253,SMG5,purple,purple,sienna3
1254,TMEM79,brown,brown,greenyellow
1255,GLMP,blue,blue,turquoise
1256,CCT3,darkgreen,darkgreen,skyblue3
1257,C1orf61,pink,pink,mediumpurple3
1258,MIR9-1,lightsteelblue1,lightsteelblue1,brown4
1259,MEF2D,black,black,yellow
1260,IQGAP3,yellow,black,green
1261,NAXE,blue,blue,turquoise
1262,GPATCH4,lightsteelblue1,lightsteelblue1,brown4
1263,HAPLN2,blue,blue,turquoise
1264,BCAN,brown,brown,green
1265,NES,grey,grey,grey
1266,CRABP2,lightcyan,lightcyan,lightcyan
1267,ISG20L2,yellow,black,yellow
1268,RRNAD1,blue,blue,turquoise
1269,MRPL24,grey60,grey60,turquoise
1270,HDGF,purple,purple,white
1271,PRCC,yellow,black,yellow
1272,PEAR1,lightcyan,lightcyan,lightcyan
1273,ARHGEF11,yellow,black,yellow
1274,MIR765,yellow,black,yellow
1275,ETV3,green,white,brown
1276,KIRREL,lightcyan,lightcyan,yellow
1277,ELL2P1,green,white,brown
1278,MNDA,greenyellow,greenyellow,cyan
1279,IFI16,greenyellow,greenyellow,cyan
1280,CADM3,yellow,black,lightyellow
1281,RNA5SP60,yellow,black,yellow
1282,ACKR1,black,black,yellow
1283,DUSP23,grey,grey,green
1284,C1orf204,grey,grey,grey
1285,TAGLN2,lightcyan,lightcyan,lightcyan
1286,KCNJ10,turquoise,turquoise,brown
1287,PIGM,grey,grey,brown
1288,KCNJ9,lightsteelblue1,lightsteelblue1,brown4
1289,IGSF8,blue,blue,turquoise
1290,ATP1A2,turquoise,turquoise,mediumpurple3
1291,ATP1A4,midnightblue,midnightblue,grey
1292,CASQ1,grey,grey,grey
1293,PEA15,brown,brown,green
1294,DCAF8,tan,grey60,turquoise
1295,RPSAP18,cyan,cyan,yellow
1296,PEX19,tan,grey60,turquoise
1297,COPA,black,black,sienna3
1298,SUMO1P3,blue,blue,turquoise
1299,NCSTN,black,black,sienna3
1300,NHLH1,brown,brown,sienna3
1301,VANGL2,brown,brown,green
1302,CD84,greenyellow,greenyellow,cyan
1303,CD244,grey,grey,grey
1304,F11R,royalblue,royalblue,brown
1305,TSTD1,brown4,brown4,mediumpurple3
1306,USF1,tan,grey60,turquoise
1307,ARHGAP30,greenyellow,greenyellow,cyan
1308,KLHDC9,tan,grey60,turquoise
1309,PFDN2,lightsteelblue1,lightsteelblue1,grey
1310,NIT1,blue,blue,turquoise
1311,DEDD,magenta,ivory,sienna3
1312,UFC1,purple,purple,greenyellow
1313,USP21,darkgreen,darkgreen,skyblue3
1314,PPOX,tan,grey60,turquoise
1315,B4GALT3,brown,brown,green
1316,ADAMTS4,skyblue,skyblue,orangered4
1317,NDUFS2,tan,grey60,turquoise
1318,FCER1G,greenyellow,greenyellow,cyan
